address_id,address,address2,district,city_id,postal_code,phone,last_update
39,391 Callao Drive,,Midi-Pyrnes,544.0,34021.0,440512153169.0,2006-02-15 09:45:30
40,334 Munger (Monghyr) Lane,,Markazi,31.0,38145.0,481183273622.0,2006-02-15 09:45:30
41,1440 Fukuyama Loop,,Henan,362.0,47929.0,912257250465.0,2006-02-15 09:45:30
42,269 Cam Ranh Parkway,,Chisinau,115.0,34689.0,489783829737.0,2006-02-15 09:45:30
43,306 Antofagasta Place,,Esprito Santo,569.0,3989.0,378318851631.0,2006-02-15 09:45:30
44,671 Graz Street,,Oriental,353.0,94399.0,680768868518.0,2006-02-15 09:45:30
45,42 Brindisi Place,,Yerevan,586.0,16744.0,42384721397.0,2006-02-15 09:45:30
46,1632 Bislig Avenue,,Nonthaburi,394.0,61117.0,471675840679.0,2006-02-15 09:45:30
47,1447 Imus Way,,Tahiti,167.0,48942.0,539758313890.0,2006-02-15 09:45:30
48,1998 Halifax Drive,,Lipetsk,308.0,76022.0,177727722820.0,2006-02-15 09:45:30
49,1718 Valencia Street,,Antofagasta,27.0,37359.0,675292816413.0,2006-02-15 09:45:30
50,46 Pjatigorsk Lane,,Moscow (City),343.0,23616.0,262076994845.0,2006-02-15 09:45:30
51,686 Garland Manor,,Cear,247.0,52535.0,69493378813.0,2006-02-15 09:45:30
52,909 Garland Manor,,Tatarstan,367.0,69367.0,705800322606.0,2006-02-15 09:45:30
53,725 Isesaki Place,,Mekka,237.0,74428.0,876295323994.0,2006-02-15 09:45:30
54,115 Hidalgo Parkway,,Khartum,379.0,80168.0,307703950263.0,2006-02-15 09:45:30
55,1135 Izumisano Parkway,,California,171.0,48150.0,171822533480.0,2006-02-15 09:45:30
56,939 Probolinggo Loop,,Galicia,1.0,4166.0,680428310138.0,2006-02-15 09:45:30
57,17 Kabul Boulevard,,Chiba,355.0,38594.0,697760867968.0,2006-02-15 09:45:30
58,1964 Allappuzha (Alleppey) Street,,Yamaguchi,227.0,48980.0,920811325222.0,2006-02-15 09:45:30
59,1697 Kowloon and New Kowloon Loop,,Moskova,49.0,57807.0,499352017190.0,2006-02-15 09:45:30
60,1668 Saint Louis Place,,Tahiti,397.0,39072.0,347487831378.0,2006-02-15 09:45:30
61,943 Tokat Street,,Vaduz,560.0,45428.0,889318963672.0,2006-02-15 09:45:30
62,1114 Liepaja Street,,Sarawak,282.0,69226.0,212869228936.0,2006-02-15 09:45:30
63,1213 Ranchi Parkway,,Karnataka,350.0,94352.0,800024380485.0,2006-02-15 09:45:30
64,81 Hodeida Way,,Rajasthan,231.0,55561.0,250767749542.0,2006-02-15 09:45:30
65,915 Ponce Place,,Basel-Stadt,56.0,83980.0,1395251317.0,2006-02-15 09:45:30
66,1717 Guadalajara Lane,,Missouri,441.0,85505.0,914090181665.0,2006-02-15 09:45:30
67,1214 Hanoi Way,,Nebraska,306.0,67055.0,491001136577.0,2006-02-15 09:45:30
68,1966 Amroha Avenue,,Sichuan,139.0,70385.0,333489324603.0,2006-02-15 09:45:30
69,698 Otsu Street,,Cayenne,105.0,71110.0,409983924481.0,2006-02-15 09:45:30
70,1150 Kimchon Manor,,Skne ln,321.0,96109.0,663449333709.0,2006-02-15 09:45:30
71,1586 Guaruj Place,,Hunan,579.0,5135.0,947233365992.0,2006-02-15 09:45:30
72,57 Arlington Manor,,Madhya Pradesh,475.0,48960.0,990214419142.0,2006-02-15 09:45:30
73,1031 Daugavpils Parkway,,Bchar,63.0,59025.0,107137400143.0,2006-02-15 09:45:30
74,1124 Buenaventura Drive,,Mekka,13.0,6856.0,407733804223.0,2006-02-15 09:45:30
75,492 Cam Ranh Street,,Eastern Visayas,61.0,50805.0,565018274456.0,2006-02-15 09:45:30
76,89 Allappuzha (Alleppey) Manor,,National Capital Reg,517.0,75444.0,255800440636.0,2006-02-15 09:45:30
77,1947 Poos de Caldas Boulevard,,Chiayi,114.0,60951.0,427454485876.0,2006-02-15 09:45:30
78,1206 Dos Quebradas Place,,So Paulo,431.0,20207.0,241832790687.0,2006-02-15 09:45:30
79,1551 Rampur Lane,,Changhwa,108.0,72394.0,251164340471.0,2006-02-15 09:45:30
80,602 Paarl Street,,Pavlodar,402.0,98889.0,896314772871.0,2006-02-15 09:45:30
81,1692 Ede Loop,,So Paulo,30.0,9223.0,918711376618.0,2006-02-15 09:45:30
82,936 Salzburg Lane,,Uttar Pradesh,425.0,96709.0,875756771675.0,2006-02-15 09:45:30
83,586 Tete Way,,Kanagawa,256.0,1079.0,18581624103.0,2006-02-15 09:45:30
84,1888 Kabul Drive,,Oyo & Osun,217.0,20936.0,701457319790.0,2006-02-15 09:45:30
85,320 Baiyin Parkway,,Mahajanga,319.0,37307.0,223664661973.0,2006-02-15 09:45:30
86,927 Baha Blanca Parkway,,Krim,479.0,9495.0,821972242086.0,2006-02-15 09:45:30
87,929 Tallahassee Loop,,Gauteng,497.0,74671.0,800716535041.0,2006-02-15 09:45:30
88,125 Citt del Vaticano Boulevard,,Puebla,40.0,67912.0,48417642933.0,2006-02-15 09:45:30
89,1557 Ktahya Boulevard,,England,88.0,88002.0,720998247660.0,2006-02-15 09:45:30
90,870 Ashqelon Loop,,Songkhla,489.0,84931.0,135117278909.0,2006-02-15 09:45:30
91,1740 Portoviejo Avenue,,Sucre,480.0,29932.0,198123170793.0,2006-02-15 09:45:30
92,1942 Ciparay Parkway,,Cheju,113.0,82624.0,978987363654.0,2006-02-15 09:45:30
93,1926 El Alto Avenue,,Buenos Aires,289.0,75543.0,846225459260.0,2006-02-15 09:45:30
94,1952 Chatsworth Drive,,Guangdong,332.0,25958.0,991562402283.0,2006-02-15 09:45:30
95,1370 Le Mans Avenue,,Brunei and Muara,53.0,52163.0,345679835036.0,2006-02-15 09:45:30
96,984 Effon-Alaiye Avenue,,Gois,183.0,17119.0,132986892228.0,2006-02-15 09:45:30
97,832 Nakhon Sawan Manor,,Inner Mongolia,592.0,49021.0,275595571388.0,2006-02-15 09:45:30
98,152 Kitwe Parkway,,Caraga,82.0,53182.0,835433605312.0,2006-02-15 09:45:30
99,1697 Tanauan Lane,,Punjab,399.0,22870.0,4764773857.0,2006-02-15 09:45:30
100,1308 Arecibo Way,,Georgia,41.0,30695.0,6171054059.0,2006-02-15 09:45:30
101,1599 Plock Drive,,Tete,534.0,71986.0,817248913162.0,2006-02-15 09:45:30
102,669 Firozabad Loop,,Abu Dhabi,12.0,92265.0,412903167998.0,2006-02-15 09:45:30
103,588 Vila Velha Manor,,Kyongsangbuk,268.0,51540.0,333339908719.0,2006-02-15 09:45:30
104,1913 Kamakura Place,,Lipetsk,238.0,97287.0,942570536750.0,2006-02-15 09:45:30
105,733 Mandaluyong Place,,Asir,2.0,77459.0,196568435814.0,2006-02-15 09:45:30
106,659 Vaduz Drive,,Ha Darom,34.0,49708.0,709935135487.0,2006-02-15 09:45:30
107,1177 Jelets Way,,Kwara & Kogi,220.0,3305.0,484292626944.0,2006-02-15 09:45:30
108,1386 Yangor Avenue,,Provence-Alpes-Cte,543.0,80720.0,449216226468.0,2006-02-15 09:45:30
109,454 Nakhon Sawan Boulevard,,Funafuti,173.0,76383.0,963887147572.0,2006-02-15 09:45:30
110,1867 San Juan Bautista Tuxtepec Avenue,,Ivanovo,225.0,78311.0,547003310357.0,2006-02-15 09:45:30
111,1532 Dzerzinsk Way,,Buenos Aires,334.0,9599.0,330838016880.0,2006-02-15 09:45:30
112,1002 Ahmadnagar Manor,,Mxico,213.0,93026.0,371490777743.0,2006-02-15 09:45:30
113,682 Junan Way,,North West,273.0,30418.0,622255216127.0,2006-02-15 09:45:30
114,804 Elista Drive,,Hubei,159.0,61069.0,379804592943.0,2006-02-15 09:45:30
115,1378 Alvorada Avenue,,Distrito Federal,102.0,75834.0,272234298332.0,2006-02-15 09:45:30
116,793 Cam Ranh Avenue,,California,292.0,87057.0,824370924746.0,2006-02-15 09:45:30
117,1079 Tel Aviv-Jaffa Boulevard,,Sucre,132.0,10885.0,358178933857.0,2006-02-15 09:45:30
118,442 Rae Bareli Place,,Nordrhein-Westfalen,148.0,24321.0,886636413768.0,2006-02-15 09:45:30
119,1107 Nakhon Sawan Avenue,,Mxico,365.0,75149.0,867546627903.0,2006-02-15 09:45:30
120,544 Malm Parkway,,Central Java,403.0,63502.0,386759646229.0,2006-02-15 09:45:30
121,1967 Sincelejo Place,,Gujarat,176.0,73644.0,577812616052.0,2006-02-15 09:45:30
122,333 Goinia Way,,Texas,185.0,78625.0,909029256431.0,2006-02-15 09:45:30
123,1987 Coacalco de Berriozbal Loop,,al-Qalyubiya,476.0,96065.0,787654415858.0,2006-02-15 09:45:30
124,241 Mosul Lane,,Risaralda,147.0,76157.0,765345144779.0,2006-02-15 09:45:30
125,211 Chiayi Drive,,Uttar Pradesh,164.0,58186.0,665993880048.0,2006-02-15 09:45:30
126,1175 Tanauan Way,,Lima,305.0,64615.0,937222955822.0,2006-02-15 09:45:30
127,117 Boa Vista Way,,Uttar Pradesh,566.0,6804.0,677976133614.0,2006-02-15 09:45:30
128,848 Tafuna Manor,,Ktahya,281.0,45142.0,614935229095.0,2006-02-15 09:45:30
129,569 Baicheng Lane,,Gauteng,85.0,60304.0,490211944645.0,2006-02-15 09:45:30
130,1666 Qomsheh Drive,,So Paulo,410.0,66255.0,582835362905.0,2006-02-15 09:45:30
131,801 Hagonoy Drive,,Smolensk,484.0,8439.0,237426099212.0,2006-02-15 09:45:30
132,1050 Garden Grove Avenue,,Slaskie,236.0,4999.0,973047364353.0,2006-02-15 09:45:30
133,1854 Tieli Street,,Shandong,302.0,15819.0,509492324775.0,2006-02-15 09:45:30
134,758 Junan Lane,,Gois,190.0,82639.0,935448624185.0,2006-02-15 09:45:30
135,1752 So Leopoldo Parkway,,Taka-Karpatia,345.0,14014.0,252265130067.0,2006-02-15 09:45:30
136,898 Belm Manor,,Free State,87.0,49757.0,707169393853.0,2006-02-15 09:45:30
137,261 Saint Louis Way,,Coahuila de Zaragoza,541.0,83401.0,321944036800.0,2006-02-15 09:45:30
138,765 Southampton Drive,,al-Qalyubiya,421.0,4285.0,23712411567.0,2006-02-15 09:45:30
139,943 Johannesburg Avenue,,Maharashtra,417.0,5892.0,90921003005.0,2006-02-15 09:45:30
140,788 Atinsk Street,,Karnataka,211.0,81691.0,146497509724.0,2006-02-15 09:45:30
141,1749 Daxian Place,,Gelderland,29.0,11044.0,963369996279.0,2006-02-15 09:45:30
142,1587 Sullana Lane,,Inner Mongolia,207.0,85769.0,468060467018.0,2006-02-15 09:45:30
143,1029 Dzerzinsk Manor,,Ynlin,542.0,57519.0,33173584456.0,2006-02-15 09:45:30
144,1666 Beni-Mellal Place,,Tennessee,123.0,13377.0,9099941466.0,2006-02-15 09:45:30
145,928 Jaffna Loop,,Hiroshima,172.0,93762.0,581852137991.0,2006-02-15 09:45:30
146,483 Ljubertsy Parkway,,Scotland,149.0,60562.0,581174211853.0,2006-02-15 09:45:30
147,374 Bat Yam Boulevard,,Kilis,266.0,97700.0,923261616249.0,2006-02-15 09:45:30
148,1027 Songkhla Manor,,Minsk,340.0,30861.0,563660187896.0,2006-02-15 09:45:30
149,999 Sanaa Loop,,Gauteng,491.0,3439.0,918032330119.0,2006-02-15 09:45:30
150,879 Newcastle Way,,Michigan,499.0,90732.0,206841104594.0,2006-02-15 09:45:30
151,1337 Lincoln Parkway,,Saitama,555.0,99457.0,597815221267.0,2006-02-15 09:45:30
152,1952 Pune Lane,,Saint-Denis,442.0,92150.0,354615066969.0,2006-02-15 09:45:30
153,782 Mosul Street,,Massachusetts,94.0,25545.0,885899703621.0,2006-02-15 09:45:30
154,781 Shimonoseki Drive,,Michoacn de Ocampo,202.0,95444.0,632316273199.0,2006-02-15 09:45:30
155,1560 Jelets Boulevard,,Shandong,291.0,77777.0,189446090264.0,2006-02-15 09:45:30
156,1963 Moscow Place,,Assam,354.0,64863.0,761379480249.0,2006-02-15 09:45:30
157,456 Escobar Way,,Jakarta Raya,232.0,36061.0,719202533520.0,2006-02-15 09:45:30
158,798 Cianjur Avenue,,Shanxi,590.0,76990.0,499408708580.0,2006-02-15 09:45:30
159,185 Novi Sad Place,,Bern,72.0,41778.0,904253967161.0,2006-02-15 09:45:30
160,1367 Yantai Manor,,Ondo & Ekiti,381.0,21294.0,889538496300.0,2006-02-15 09:45:30
161,1386 Nakhon Sawan Boulevard,,Pyongyang-si,420.0,53502.0,368899174225.0,2006-02-15 09:45:30
162,369 Papeete Way,,North Carolina,187.0,66639.0,170117068815.0,2006-02-15 09:45:30
163,1440 Compton Place,,North Austria,307.0,81037.0,931059836497.0,2006-02-15 09:45:30
164,1623 Baha Blanca Manor,,Moskova,310.0,81511.0,149981248346.0,2006-02-15 09:45:30
165,97 Shimoga Avenue,,Tel Aviv,533.0,44660.0,177167004331.0,2006-02-15 09:45:30
166,1740 Le Mans Loop,,Pays de la Loire,297.0,22853.0,168476538960.0,2006-02-15 09:45:30
167,1287 Xiangfan Boulevard,,Gifu,253.0,57844.0,819416131190.0,2006-02-15 09:45:30
168,842 Salzburg Lane,,Adana,529.0,3313.0,697151428760.0,2006-02-15 09:45:30
169,154 Tallahassee Loop,,Xinxiang,199.0,62250.0,935508855935.0,2006-02-15 09:45:30
170,710 San Felipe del Progreso Avenue,,Lilongwe,304.0,76901.0,843801144113.0,2006-02-15 09:45:30
171,1540 Wroclaw Drive,,Maharashtra,107.0,62686.0,182363341674.0,2006-02-15 09:45:30
172,475 Atinsk Way,,Gansu,240.0,59571.0,201705577290.0,2006-02-15 09:45:30
173,1294 Firozabad Drive,,Jiangxi,407.0,70618.0,161801569569.0,2006-02-15 09:45:30
174,1877 Ezhou Lane,,Rajasthan,550.0,63337.0,264541743403.0,2006-02-15 09:45:30
175,316 Uruapan Street,,Perak,223.0,58194.0,275788967899.0,2006-02-15 09:45:30
176,29 Pyongyang Loop,,Batman,58.0,47753.0,734780743462.0,2006-02-15 09:45:30
177,1010 Klerksdorp Way,,Steiermark,186.0,6802.0,493008546874.0,2006-02-15 09:45:30
178,1848 Salala Boulevard,,Miranda,373.0,25220.0,48265851133.0,2006-02-15 09:45:30
179,431 Xiangtan Avenue,,Kerala,18.0,4854.0,230250973122.0,2006-02-15 09:45:30
180,757 Rustenburg Avenue,,Skikda,483.0,89668.0,506134035434.0,2006-02-15 09:45:30
181,146 Johannesburg Way,,Tamaulipas,330.0,54132.0,953689007081.0,2006-02-15 09:45:30
182,1891 Rizhao Boulevard,,So Paulo,456.0,47288.0,391065549876.0,2006-02-15 09:45:30
183,1089 Iwatsuki Avenue,,Kirov,270.0,35109.0,866092335135.0,2006-02-15 09:45:30
184,1410 Benin City Parkway,,Risaralda,405.0,29747.0,104150372603.0,2006-02-15 09:45:30
185,682 Garden Grove Place,,Tennessee,333.0,67497.0,72136330362.0,2006-02-15 09:45:30
186,533 al-Ayn Boulevard,,California,126.0,8862.0,662227486184.0,2006-02-15 09:45:30
187,1839 Szkesfehrvr Parkway,,Gois,317.0,55709.0,947468818183.0,2006-02-15 09:45:30
188,741 Ambattur Manor,,Noord-Brabant,438.0,43310.0,302590383819.0,2006-02-15 09:45:30
189,927 Barcelona Street,,Chaharmahal va Bakht,467.0,65121.0,951486492670.0,2006-02-15 09:45:30
190,435 0 Way,,West Bengali,195.0,74750.0,760171523969.0,2006-02-15 09:45:30
191,140 Chiayi Parkway,,Sumy,506.0,38982.0,855863906434.0,2006-02-15 09:45:30
192,1166 Changhwa Street,,Caraga,62.0,58852.0,650752094490.0,2006-02-15 09:45:30
193,891 Novi Sad Manor,,Ontario,383.0,5379.0,247646995453.0,2006-02-15 09:45:30
194,605 Rio Claro Parkway,,Tabora,513.0,49348.0,352469351088.0,2006-02-15 09:45:30
195,1077 San Felipe de Puerto Plata Place,,Rostov-na-Donu,369.0,65387.0,812824036424.0,2006-02-15 09:45:30
196,9 San Miguel de Tucumn Manor,,Uttar Pradesh,169.0,90845.0,956188728558.0,2006-02-15 09:45:30
197,447 Surakarta Loop,,Nyanza,271.0,10428.0,940830176580.0,2006-02-15 09:45:30
198,345 Oshawa Boulevard,,Tokyo-to,204.0,32114.0,104491201771.0,2006-02-15 09:45:30
199,1792 Valle de la Pascua Place,,Nordrhein-Westfalen,477.0,15540.0,419419591240.0,2006-02-15 09:45:30
200,1074 Binzhou Manor,,Baden-Wrttemberg,325.0,36490.0,331132568928.0,2006-02-15 09:45:30
201,817 Bradford Loop,,Jiangsu,109.0,89459.0,264286442804.0,2006-02-15 09:45:30
202,955 Bamenda Way,,Ondo & Ekiti,218.0,1545.0,768481779568.0,2006-02-15 09:45:30
203,1149 A Corua (La Corua) Boulevard,,Haiphong,194.0,95824.0,470884141195.0,2006-02-15 09:45:30
204,387 Mwene-Ditu Drive,,Ahal,35.0,8073.0,764477681869.0,2006-02-15 09:45:30
205,68 Molodetno Manor,,Nordrhein-Westfalen,575.0,4662.0,146640639760.0,2006-02-15 09:45:30
206,642 Nador Drive,,Maharashtra,77.0,3924.0,369050085652.0,2006-02-15 09:45:30
207,1688 Nador Lane,,Sulawesi Utara,184.0,61613.0,652218196731.0,2006-02-15 09:45:30
208,1215 Pyongyang Parkway,,Usak,557.0,25238.0,646237101779.0,2006-02-15 09:45:30
209,1679 Antofagasta Street,,Alto Paran,122.0,86599.0,905903574913.0,2006-02-15 09:45:30
210,1304 s-Hertogenbosch Way,,Santa Catarina,83.0,10925.0,90336226227.0,2006-02-15 09:45:30
211,850 Salala Loop,,Kitaa,371.0,10800.0,403404780639.0,2006-02-15 09:45:30
212,624 Oshawa Boulevard,,West Bengali,51.0,89959.0,49677664184.0,2006-02-15 09:45:30
213,43 Dadu Avenue,,Rajasthan,74.0,4855.0,95666951770.0,2006-02-15 09:45:30
214,751 Lima Loop,,Aden,7.0,99405.0,756460337785.0,2006-02-15 09:45:30
215,1333 Haldia Street,,Jilin,174.0,82161.0,408304391718.0,2006-02-15 09:45:30
216,660 Jedda Boulevard,,Washington,65.0,25053.0,168758068397.0,2006-02-15 09:45:30
217,1001 Miyakonojo Lane,,Taizz,518.0,67924.0,584316724815.0,2006-02-15 09:45:30
218,226 Brest Manor,,California,508.0,2299.0,785881412500.0,2006-02-15 09:45:30
219,1229 Valencia Parkway,,Haskovo,498.0,99124.0,352679173732.0,2006-02-15 09:45:30
220,1201 Qomsheh Manor,,Gois,28.0,21464.0,873492228462.0,2006-02-15 09:45:30
221,866 Shivapuri Manor,,Uttar Pradesh,448.0,22474.0,778502731092.0,2006-02-15 09:45:30
222,1168 Najafabad Parkway,,Kabol,251.0,40301.0,886649065861.0,2006-02-15 09:45:30
223,1244 Allappuzha (Alleppey) Place,,Buenos Aires,567.0,20657.0,991802825778.0,2006-02-15 09:45:30
224,1842 Luzinia Boulevard,,Zanzibar West,593.0,94420.0,706878974831.0,2006-02-15 09:45:30
225,1926 Gingoog Street,,Sisilia,511.0,22824.0,469738825391.0,2006-02-15 09:45:30
226,810 Palghat (Palakkad) Boulevard,,Jaroslavl,235.0,73431.0,516331171356.0,2006-02-15 09:45:30
227,1820 Maring Parkway,,Punjab,324.0,88307.0,99760893676.0,2006-02-15 09:45:30
228,60 Poos de Caldas Street,,Rajasthan,243.0,82338.0,963063788669.0,2006-02-15 09:45:30
229,1014 Loja Manor,,Tamil Nadu,22.0,66851.0,460795526514.0,2006-02-15 09:45:30
230,201 Effon-Alaiye Way,,Asuncin,37.0,64344.0,684192903087.0,2006-02-15 09:45:30
231,430 Alessandria Loop,,Saarland,439.0,47446.0,669828224459.0,2006-02-15 09:45:30
232,754 Valencia Place,,Phnom Penh,406.0,87911.0,594319417514.0,2006-02-15 09:45:30
233,356 Olomouc Manor,,Gois,26.0,93323.0,22326410776.0,2006-02-15 09:45:30
234,1256 Bislig Boulevard,,Botosani,86.0,50598.0,479007229460.0,2006-02-15 09:45:30
235,954 Kimchon Place,,West Bengali,559.0,42420.0,541327526474.0,2006-02-15 09:45:30
236,885 Yingkou Manor,,Kaduna,596.0,31390.0,588964509072.0,2006-02-15 09:45:30
237,1736 Cavite Place,,Qina,216.0,98775.0,431770603551.0,2006-02-15 09:45:30
238,346 Skikda Parkway,,Hawalli,233.0,90628.0,630424482919.0,2006-02-15 09:45:30
239,98 Stara Zagora Boulevard,,Valle,96.0,76448.0,610173756082.0,2006-02-15 09:45:30
240,1479 Rustenburg Boulevard,,Southern Tagalog,527.0,18727.0,727785483194.0,2006-02-15 09:45:30
241,647 A Corua (La Corua) Street,,Chollanam,357.0,36971.0,792557457753.0,2006-02-15 09:45:30
242,1964 Gijn Manor,,Karnataka,473.0,14408.0,918119601885.0,2006-02-15 09:45:30
243,47 Syktyvkar Lane,,West Java,118.0,22236.0,63937119031.0,2006-02-15 09:45:30
244,1148 Saarbrcken Parkway,,Fukushima,226.0,1921.0,137773001988.0,2006-02-15 09:45:30
245,1103 Bilbays Parkway,,Hubei,578.0,87660.0,279979529227.0,2006-02-15 09:45:30
246,1246 Boksburg Parkway,,Hebei,422.0,28349.0,890283544295.0,2006-02-15 09:45:30
247,1483 Pathankot Street,,Tucumn,454.0,37288.0,686015532180.0,2006-02-15 09:45:30
248,582 Papeete Loop,,Central Visayas,294.0,27722.0,569868543137.0,2006-02-15 09:45:30
249,300 Junan Street,,Kyonggi,553.0,81314.0,890289150158.0,2006-02-15 09:45:30
250,829 Grand Prairie Way,,Paran,328.0,6461.0,741070712873.0,2006-02-15 09:45:30
251,1473 Changhwa Parkway,,Mxico,124.0,75933.0,266798132374.0,2006-02-15 09:45:30
252,1309 Weifang Street,,Florida,520.0,57338.0,435785045362.0,2006-02-15 09:45:30
253,1760 Oshawa Manor,,Tianjin,535.0,38140.0,56257502250.0,2006-02-15 09:45:30
254,786 Stara Zagora Way,,Oyo & Osun,390.0,98332.0,716256596301.0,2006-02-15 09:45:30
255,1966 Tonghae Street,,Anhalt Sachsen,198.0,36481.0,567359279425.0,2006-02-15 09:45:30
256,1497 Yuzhou Drive,,England,312.0,3433.0,246810237916.0,2006-02-15 09:45:30
258,752 Ondo Loop,,Miyazaki,338.0,32474.0,134673576619.0,2006-02-15 09:45:30
259,1338 Zalantun Lane,,Minas Gerais,413.0,45403.0,840522972766.0,2006-02-15 09:45:30
260,127 Iwakuni Boulevard,,Central Luzon,192.0,20777.0,987442542471.0,2006-02-15 09:45:30
261,51 Laredo Avenue,,Sagaing,342.0,68146.0,884536620568.0,2006-02-15 09:45:30
262,771 Yaound Manor,,Sofala,64.0,86768.0,245477603573.0,2006-02-15 09:45:30
263,532 Toulon Street,,Santiago,460.0,69517.0,46871694740.0,2006-02-15 09:45:30
264,1027 Banjul Place,,West Bengali,197.0,50390.0,538241037443.0,2006-02-15 09:45:30
265,1158 Mandi Bahauddin Parkway,,Shanxi,136.0,98484.0,276555730211.0,2006-02-15 09:45:30
266,862 Xintai Lane,,Cagayan Valley,548.0,30065.0,265153400632.0,2006-02-15 09:45:30
267,816 Cayenne Parkway,,Manab,414.0,93629.0,282874611748.0,2006-02-15 09:45:30
268,1831 Nam Dinh Loop,,National Capital Reg,323.0,51990.0,322888976727.0,2006-02-15 09:45:30
269,446 Kirovo-Tepetsk Lane,,Osaka,203.0,19428.0,303967439816.0,2006-02-15 09:45:30
270,682 Halisahar Place,,Severn Morava,378.0,20536.0,475553436330.0,2006-02-15 09:45:30
271,1587 Loja Manor,,Salzburg,447.0,5410.0,621625204422.0,2006-02-15 09:45:30
272,1762 Paarl Parkway,,Hunan,298.0,53928.0,192459639410.0,2006-02-15 09:45:30
273,1519 Ilorin Place,,Kerala,395.0,49298.0,357445645426.0,2006-02-15 09:45:30
274,920 Kumbakonam Loop,,California,446.0,75090.0,685010736240.0,2006-02-15 09:45:30
275,906 Goinia Way,,Wielkopolskie,255.0,83565.0,701767622697.0,2006-02-15 09:45:30
276,1675 Xiangfan Manor,,Tamil Nadu,283.0,11763.0,271149517630.0,2006-02-15 09:45:30
277,85 San Felipe de Puerto Plata Drive,,Shandong,584.0,46063.0,170739645687.0,2006-02-15 09:45:30
